"X","condition","item","condItemMeans","bin","sliderNorm"
16,"posterior","bas",8.98607490817221,1,0.015375530805984
17,"posterior","book",8.34333213973691,1,0.0317280834934267
18,"posterior","bur",5.80164926415959,1,0.0760137080548204
19,"posterior","cig",6.39097068336811,1,0.0738924882603603
20,"posterior","eat",7.11387808096137,1,0.0335858008861557
21,"posterior","edu",8.24862185637117,1,0.0256085155784478
22,"posterior","girl",7.79707948699038,1,0.0127776728057628
23,"posterior","hair",6.64336945380222,1,0.0192975644389289
24,"posterior","kid",7.38607282638863,1,0.0016389859946182
25,"posterior","mov",6.3681039193107,1,0.0240409971935587
26,"posterior","move",9.71250933159632,1,0.0139367354044434
27,"posterior","poem",7.60141112493844,1,0.0440466022997937
28,"posterior","shoe",6.77645902173754,1,0.028793196708105
29,"posterior","trav",7.94863630180204,1,0.0272094694728387
30,"posterior","tv",7.62803342680322,1,0.0339034549631469
31,"prior","bas",7.42562219319647,1,0.0333216111072062
32,"prior","book",5.98093864887067,1,0.041256448539421
33,"prior","bur",3.48677421415815,1,0.226089690307761
34,"prior","cig",6.11136499317139,1,0.0640267146501642
35,"prior","eat",5.39793642761005,1,0.0503286215264391
36,"prior","edu",7.10766420118324,1,0.0181775958499503
37,"prior","girl",4.41496839039785,1,0.138186638830893
38,"prior","hair",3.58203742797304,1,0.185342325549226
39,"prior","kid",3.59969712390235,1,0.154681540521886
40,"prior","mov",4.1349947198145,1,0.195640858043889
41,"prior","move",8.31838728526878,1,0.00654971804751464
42,"prior","poem",5.14181626199972,1,0.100720952713391
43,"prior","shoe",4.63688312437609,1,0.126799228540873
44,"prior","trav",5.72925195978578,1,0.0604221584626172
45,"prior","tv",5.56796583983795,1,0.0813153674808952
16,"posterior","bas",8.98607490817221,2,0.026197037609752
17,"posterior","book",8.34333213973691,2,0.0334895744619214
18,"posterior","bur",5.80164926415959,2,0.0971382199023359
19,"posterior","cig",6.39097068336811,2,0.105441459384031
20,"posterior","eat",7.11387808096137,2,0.0501738378108131
21,"posterior","edu",8.24862185637117,2,0.0289437440009276
22,"posterior","girl",7.79707948699038,2,0.0150507233909736
23,"posterior","hair",6.64336945380222,2,0.039186419951407
24,"posterior","kid",7.38607282638863,2,0.00838887575061295
25,"posterior","mov",6.3681039193107,2,0.0496619925253138
26,"posterior","move",9.71250933159632,2,0.0163116716036655
27,"posterior","poem",7.60141112493844,2,0.0411982281741375
28,"posterior","shoe",6.77645902173754,2,0.044798927457938
29,"posterior","trav",7.94863630180204,2,0.0326504196301671
30,"posterior","tv",7.62803342680322,2,0.0477394236285211
31,"prior","bas",7.42562219319647,2,0.0774790455303416
32,"prior","book",5.98093864887067,2,0.0668244164626254
33,"prior","bur",3.48677421415815,2,0.217816031228915
34,"prior","cig",6.11136499317139,2,0.125535549032406
35,"prior","eat",5.39793642761005,2,0.0930650825036055
36,"prior","edu",7.10766420118324,2,0.0210669982611648
37,"prior","girl",4.41496839039785,2,0.16376365351315
38,"prior","hair",3.58203742797304,2,0.207359097939292
39,"prior","kid",3.59969712390235,2,0.200552264108035
40,"prior","mov",4.1349947198145,2,0.179195012462185
41,"prior","move",8.31838728526878,2,0.00735477710502779
42,"prior","poem",5.14181626199972,2,0.128793242873763
43,"prior","shoe",4.63688312437609,2,0.15974733291781
44,"prior","trav",5.72925195978578,2,0.0922725076824182
45,"prior","tv",5.56796583983795,2,0.0930788981118021
16,"posterior","bas",8.98607490817221,3,0.0345705544546769
17,"posterior","book",8.34333213973691,3,0.0374685983948111
18,"posterior","bur",5.80164926415959,3,0.128305978594206
19,"posterior","cig",6.39097068336811,3,0.0986369319021046
20,"posterior","eat",7.11387808096137,3,0.0810971690737651
21,"posterior","edu",8.24862185637117,3,0.0365937661405252
22,"posterior","girl",7.79707948699038,3,0.0434075954137287
23,"posterior","hair",6.64336945380222,3,0.100642019507812
24,"posterior","kid",7.38607282638863,3,0.0293923938984011
25,"posterior","mov",6.3681039193107,3,0.0960487221028872
26,"posterior","move",9.71250933159632,3,0.0167674285665043
27,"posterior","poem",7.60141112493844,3,0.0593107300126265
28,"posterior","shoe",6.77645902173754,3,0.0793467365188543
29,"posterior","trav",7.94863630180204,3,0.0509819135324507
30,"posterior","tv",7.62803342680322,3,0.0613849589355518
31,"prior","bas",7.42562219319647,3,0.0677423798812113
32,"prior","book",5.98093864887067,3,0.0872413644958748
33,"prior","bur",3.48677421415815,3,0.188984588002619
34,"prior","cig",6.11136499317139,3,0.0898011989756371
35,"prior","eat",5.39793642761005,3,0.129540437206074
36,"prior","edu",7.10766420118324,3,0.0276154136114124
37,"prior","girl",4.41496839039785,3,0.1791449700713
38,"prior","hair",3.58203742797304,3,0.21175730996676
39,"prior","kid",3.59969712390235,3,0.221465406764804
40,"prior","mov",4.1349947198145,3,0.17106469650221
41,"prior","move",8.31838728526878,3,0.0083538018733715
42,"prior","poem",5.14181626199972,3,0.144533711292807
43,"prior","shoe",4.63688312437609,3,0.160062310988639
44,"prior","trav",5.72925195978578,3,0.141864588899082
45,"prior","tv",5.56796583983795,3,0.119474308624618
16,"posterior","bas",8.98607490817221,4,0.0388154558302573
17,"posterior","book",8.34333213973691,4,0.0510580081784595
18,"posterior","bur",5.80164926415959,4,0.136257125873109
19,"posterior","cig",6.39097068336811,4,0.0904580102928298
20,"posterior","eat",7.11387808096137,4,0.111236204638708
21,"posterior","edu",8.24862185637117,4,0.0452320024006811
22,"posterior","girl",7.79707948699038,4,0.0690720031288202
23,"posterior","hair",6.64336945380222,4,0.119436050188994
24,"posterior","kid",7.38607282638863,4,0.0712435586788038
25,"posterior","mov",6.3681039193107,4,0.134298852028727
26,"posterior","move",9.71250933159632,4,0.0188481737318573
27,"posterior","poem",7.60141112493844,4,0.0763628931630689
28,"posterior","shoe",6.77645902173754,4,0.106561400835741
29,"posterior","trav",7.94863630180204,4,0.0702231081801531
30,"posterior","tv",7.62803342680322,4,0.0814805898235749
31,"prior","bas",7.42562219319647,4,0.0615999811115705
32,"prior","book",5.98093864887067,4,0.13254007712536
33,"prior","bur",3.48677421415815,4,0.113207946680887
34,"prior","cig",6.11136499317139,4,0.0936343422428854
35,"prior","eat",5.39793642761005,4,0.166018846336553
36,"prior","edu",7.10766420118324,4,0.0409255022231402
37,"prior","girl",4.41496839039785,4,0.144599466484739
38,"prior","hair",3.58203742797304,4,0.146184994317287
39,"prior","kid",3.59969712390235,4,0.17325647646475
40,"prior","mov",4.1349947198145,4,0.11899056617192
41,"prior","move",8.31838728526878,4,0.0101152660769436
42,"prior","poem",5.14181626199972,4,0.12185259743502
43,"prior","shoe",4.63688312437609,4,0.130330420926492
44,"prior","trav",5.72925195978578,4,0.130063728641438
45,"prior","tv",5.56796583983795,4,0.12868881219874
16,"posterior","bas",8.98607490817221,5,0.0402986862955996
17,"posterior","book",8.34333213973691,5,0.0804958010557367
18,"posterior","bur",5.80164926415959,5,0.11262768027083
19,"posterior","cig",6.39097068336811,5,0.0871216587825522
20,"posterior","eat",7.11387808096137,5,0.121348589058042
21,"posterior","edu",8.24862185637117,5,0.0522342912168034
22,"posterior","girl",7.79707948699038,5,0.115622297456158
23,"posterior","hair",6.64336945380222,5,0.137013098569363
24,"posterior","kid",7.38607282638863,5,0.149532416610064
25,"posterior","mov",6.3681039193107,5,0.134212208618586
26,"posterior","move",9.71250933159632,5,0.021332104607521
27,"posterior","poem",7.60141112493844,5,0.0925638671657207
28,"posterior","shoe",6.77645902173754,5,0.122442602401119
29,"posterior","trav",7.94863630180204,5,0.0908819137064752
30,"posterior","tv",7.62803342680322,5,0.101822780601197
31,"prior","bas",7.42562219319647,5,0.0626761849534253
32,"prior","book",5.98093864887067,5,0.159559789646015
33,"prior","bur",3.48677421415815,5,0.0855889322153617
34,"prior","cig",6.11136499317139,5,0.099331263500418
35,"prior","eat",5.39793642761005,5,0.155991078282431
36,"prior","edu",7.10766420118324,5,0.091752877919448
37,"prior","girl",4.41496839039785,5,0.100966762727936
38,"prior","hair",3.58203742797304,5,0.0867311703759912
39,"prior","kid",3.59969712390235,5,0.0953315335371354
40,"prior","mov",4.1349947198145,5,0.0847443575028696
41,"prior","move",8.31838728526878,5,0.0165556546684209
42,"prior","poem",5.14181626199972,5,0.116740850873976
43,"prior","shoe",4.63688312437609,5,0.111326630198025
44,"prior","trav",5.72925195978578,5,0.120378658698446
45,"prior","tv",5.56796583983795,5,0.122981737183074
16,"posterior","bas",8.98607490817221,6,0.0672705066656
17,"posterior","book",8.34333213973691,6,0.088591302265097
18,"posterior","bur",5.80164926415959,6,0.0901749115263336
19,"posterior","cig",6.39097068336811,6,0.0854591064047699
20,"posterior","eat",7.11387808096137,6,0.0958619395465868
21,"posterior","edu",8.24862185637117,6,0.0735792202342562
22,"posterior","girl",7.79707948699038,6,0.125774266163818
23,"posterior","hair",6.64336945380222,6,0.134644726611919
24,"posterior","kid",7.38607282638863,6,0.173448240073885
25,"posterior","mov",6.3681039193107,6,0.137640801408937
26,"posterior","move",9.71250933159632,6,0.027502433320081
27,"posterior","poem",7.60141112493844,6,0.101086876231145
28,"posterior","shoe",6.77645902173754,6,0.127374567358834
29,"posterior","trav",7.94863630180204,6,0.099451987777213
30,"posterior","tv",7.62803342680322,6,0.0912589541988515
31,"prior","bas",7.42562219319647,6,0.0676764558569036
32,"prior","book",5.98093864887067,6,0.13836390637814
33,"prior","bur",3.48677421415815,6,0.0524278051313777
34,"prior","cig",6.11136499317139,6,0.0994779671039715
35,"prior","eat",5.39793642761005,6,0.120923525053456
36,"prior","edu",7.10766420118324,6,0.196900580452557
37,"prior","girl",4.41496839039785,6,0.0735576585980072
38,"prior","hair",3.58203742797304,6,0.0534628717873903
39,"prior","kid",3.59969712390235,6,0.0616176139332905
40,"prior","mov",4.1349947198145,6,0.0637736899136023
41,"prior","move",8.31838728526878,6,0.126017665901089
42,"prior","poem",5.14181626199972,6,0.100752494292706
43,"prior","shoe",4.63688312437609,6,0.0814151701428053
44,"prior","trav",5.72925195978578,6,0.103239970592771
45,"prior","tv",5.56796583983795,6,0.102612622468975
16,"posterior","bas",8.98607490817221,7,0.0703208070588041
17,"posterior","book",8.34333213973691,7,0.0960868611046079
18,"posterior","bur",5.80164926415959,7,0.0789365388601428
19,"posterior","cig",6.39097068336811,7,0.0886058580644919
20,"posterior","eat",7.11387808096137,7,0.0923780526868891
21,"posterior","edu",8.24862185637117,7,0.104305640872011
22,"posterior","girl",7.79707948699038,7,0.122246615235085
23,"posterior","hair",6.64336945380222,7,0.120057381492058
24,"posterior","kid",7.38607282638863,7,0.155157456666526
25,"posterior","mov",6.3681039193107,7,0.115426041846511
26,"posterior","move",9.71250933159632,7,0.0727956761989945
27,"posterior","poem",7.60141112493844,7,0.0964102032422781
28,"posterior","shoe",6.77645902173754,7,0.121187357245343
29,"posterior","trav",7.94863630180204,7,0.105528247845717
30,"posterior","tv",7.62803342680322,7,0.0894222321706453
31,"prior","bas",7.42562219319647,7,0.0830156360485279
32,"prior","book",5.98093864887067,7,0.109092642927564
33,"prior","bur",3.48677421415815,7,0.0356211734552949
34,"prior","cig",6.11136499317139,7,0.101451098064556
35,"prior","eat",5.39793642761005,7,0.0788758785815682
36,"prior","edu",7.10766420118324,7,0.191538140538901
37,"prior","girl",4.41496839039785,7,0.0525517887440577
38,"prior","hair",3.58203742797304,7,0.0341444407664421
39,"prior","kid",3.59969712390235,7,0.0388984188857517
40,"prior","mov",4.1349947198145,7,0.0450244990293689
41,"prior","move",8.31838728526878,7,0.184135762406143
42,"prior","poem",5.14181626199972,7,0.0819057397186466
43,"prior","shoe",4.63688312437609,7,0.0618244295927288
44,"prior","trav",5.72925195978578,7,0.0904864482491672
45,"prior","tv",5.56796583983795,7,0.0990870510271983
16,"posterior","bas",8.98607490817221,8,0.0923064845832705
17,"posterior","book",8.34333213973691,8,0.0991655342297353
18,"posterior","bur",5.80164926415959,8,0.0660821079634125
19,"posterior","cig",6.39097068336811,8,0.08615105373573
20,"posterior","eat",7.11387808096137,8,0.0802039452208261
21,"posterior","edu",8.24862185637117,8,0.129267336895726
22,"posterior","girl",7.79707948699038,8,0.114891975898243
23,"posterior","hair",6.64336945380222,8,0.0846056073541425
24,"posterior","kid",7.38607282638863,8,0.12611304079325
25,"posterior","mov",6.3681039193107,8,0.0872179191674097
26,"posterior","move",9.71250933159632,8,0.108780680429709
27,"posterior","poem",7.60141112493844,8,0.0917238416886903
28,"posterior","shoe",6.77645902173754,8,0.107751542733698
29,"posterior","trav",7.94863630180204,8,0.0960659413991168
30,"posterior","tv",7.62803342680322,8,0.0924533726874175
31,"prior","bas",7.42562219319647,8,0.111233629842274
32,"prior","book",5.98093864887067,8,0.0863570423098612
33,"prior","bur",3.48677421415815,8,0.0257732477470483
34,"prior","cig",6.11136499317139,8,0.089718362902121
35,"prior","eat",5.39793642761005,8,0.0582955530419707
36,"prior","edu",7.10766420118324,8,0.18509837465477
37,"prior","girl",4.41496839039785,8,0.0410398412617194
38,"prior","hair",3.58203742797304,8,0.0202354287008889
39,"prior","kid",3.59969712390235,8,0.0155575584202718
40,"prior","mov",4.1349947198145,8,0.0384462866710779
41,"prior","move",8.31838728526878,8,0.212081411119893
42,"prior","poem",5.14181626199972,8,0.0526220037616388
43,"prior","shoe",4.63688312437609,8,0.046432242584569
44,"prior","trav",5.72925195978578,8,0.0714215317977571
45,"prior","tv",5.56796583983795,8,0.0731580566801216
16,"posterior","bas",8.98607490817221,9,0.10889903324694
17,"posterior","book",8.34333213973691,9,0.0919085343235057
18,"posterior","bur",5.80164926415959,9,0.0508465559942737
19,"posterior","cig",6.39097068336811,9,0.0667113462307329
20,"posterior","eat",7.11387808096137,9,0.0663587616038267
21,"posterior","edu",8.24862185637117,9,0.137301388835948
22,"posterior","girl",7.79707948699038,9,0.0957780582540612
23,"posterior","hair",6.64336945380222,9,0.0657976537622197
24,"posterior","kid",7.38607282638863,9,0.0931607629653339
25,"posterior","mov",6.3681039193107,9,0.0624986240044585
26,"posterior","move",9.71250933159632,9,0.148078156503313
27,"posterior","poem",7.60141112493844,9,0.0875553734250384
28,"posterior","shoe",6.77645902173754,9,0.0798757258055285
29,"posterior","trav",7.94863630180204,9,0.0877459728632088
30,"posterior","tv",7.62803342680322,9,0.0871414183576008
31,"prior","bas",7.42562219319647,9,0.118251932136053
32,"prior","book",5.98093864887067,9,0.055438477743527
33,"prior","bur",3.48677421415815,9,0.0140565762837987
34,"prior","cig",6.11136499317139,9,0.0680408512374213
35,"prior","eat",5.39793642761005,9,0.0480251390278982
36,"prior","edu",7.10766420118324,9,0.107718187165987
37,"prior","girl",4.41496839039785,9,0.0260663648674283
38,"prior","hair",3.58203742797304,9,0.0142113708405592
39,"prior","kid",3.59969712390235,9,0.0101677903367434
40,"prior","mov",4.1349947198145,9,0.0258816940631042
41,"prior","move",8.31838728526878,9,0.170524653284777
42,"prior","poem",5.14181626199972,9,0.0396899842584235
43,"prior","shoe",4.63688312437609,9,0.036611320201207
44,"prior","trav",5.72925195978578,9,0.0566434645701012
45,"prior","tv",5.56796583983795,9,0.054800215758681
16,"posterior","bas",8.98607490817221,10,0.134975369649255
17,"posterior","book",8.34333213973691,10,0.0883214202821539
18,"posterior","bur",5.80164926415959,10,0.0426700450324398
19,"posterior","cig",6.39097068336811,10,0.0566578381028229
20,"posterior","eat",7.11387808096137,10,0.0631095937240016
21,"posterior","edu",8.24862185637117,10,0.133911574743015
22,"posterior","girl",7.79707948699038,10,0.0815163917102142
23,"posterior","hair",6.64336945380222,10,0.0462821603496198
24,"posterior","kid",7.38607282638863,10,0.0538380921817051
25,"posterior","mov",6.3681039193107,10,0.0521420995683949
26,"posterior","move",9.71250933159632,10,0.145379972176104
27,"posterior","poem",7.60141112493844,10,0.0805679948256848
28,"posterior","shoe",6.77645902173754,10,0.0510648364594012
29,"posterior","trav",7.94863630180204,10,0.0805959730184927
30,"posterior","tv",7.62803342680322,10,0.0737989754671651
31,"prior","bas",7.42562219319647,10,0.125263279761568
32,"prior","book",5.98093864887067,10,0.0420008097504948
33,"prior","bur",3.48677421415815,10,0.0110859198160753
34,"prior","cig",6.11136499317139,10,0.0482858725564958
35,"prior","eat",5.39793642761005,10,0.0354256674270316
36,"prior","edu",7.10766420118324,10,0.0478368056059506
37,"prior","girl",4.41496839039785,10,0.0201993613853742
38,"prior","hair",3.58203742797304,10,0.0103210928221064
39,"prior","kid",3.59969712390235,10,0.00643918290364058
40,"prior","mov",4.1349947198145,10,0.0200267673693722
41,"prior","move",8.31838728526878,10,0.112152392486802
42,"prior","poem",5.14181626199972,10,0.0313483860165664
43,"prior","shoe",4.63688312437609,10,0.0275967293761164
44,"prior","trav",5.72925195978578,10,0.0356394076379623
45,"prior","tv",5.56796583983795,10,0.0440408360513034
16,"posterior","bas",8.98607490817221,11,0.146939572565611
17,"posterior","book",8.34333213973691,11,0.082993690835122
18,"posterior","bur",5.80164926415959,11,0.0347588715509689
19,"posterior","cig",6.39097068336811,11,0.047568238552529
20,"posterior","eat",7.11387808096137,11,0.0571890301888048
21,"posterior","edu",8.24862185637117,11,0.0940730940943865
22,"posterior","girl",7.79707948699038,11,0.0616913838085579
23,"posterior","hair",6.64336945380222,11,0.0307429192524146
24,"posterior","kid",7.38607282638863,11,0.0425735806644937
25,"posterior","mov",6.3681039193107,11,0.035053230557125
26,"posterior","move",9.71250933159632,11,0.127885204535039
27,"posterior","poem",7.60141112493844,11,0.0607201291851216
28,"posterior","shoe",6.77645902173754,11,0.0303097700420095
29,"posterior","trav",7.94863630180204,11,0.0700520979002563
30,"posterior","tv",7.62803342680322,11,0.0636354491856357
31,"prior","bas",7.42562219319647,11,0.093514240845719
32,"prior","book",5.98093864887067,11,0.0260269228865444
33,"prior","bur",3.48677421415815,11,0.00879263736646333
34,"prior","cig",6.11136499317139,11,0.034733322581821
35,"prior","eat",5.39793642761005,11,0.0184471722887251
36,"prior","edu",7.10766420118324,11,0.0253275575762401
37,"prior","girl",4.41496839039785,11,0.0170057111153587
38,"prior","hair",3.58203742797304,11,0.00942540075717455
39,"prior","kid",3.59969712390235,11,0.00390083838207736
40,"prior","mov",4.1349947198145,11,0.014942023937103
41,"prior","move",8.31838728526878,11,0.0702135058880638
42,"prior","poem",5.14181626199972,11,0.0270764562729217
43,"prior","shoe",4.63688312437609,11,0.0163918046782039
44,"prior","trav",5.72925195978578,11,0.0246910717108553
45,"prior","tv",5.56796583983795,11,0.0321080399814529
16,"posterior","bas",8.98607490817221,12,0.104615360385741
17,"posterior","book",8.34333213973691,12,0.0672029705974458
18,"posterior","bur",5.80164926415959,12,0.0258794514535213
19,"posterior","cig",6.39097068336811,12,0.0377260924136928
20,"posterior","eat",7.11387808096137,12,0.043821630547834
21,"posterior","edu",8.24862185637117,12,0.0595268692650239
22,"posterior","girl",7.79707948699038,12,0.0485651847811476
23,"posterior","hair",6.64336945380222,12,0.0309191060408793
24,"posterior","kid",7.38607282638863,12,0.0320941880132566
25,"posterior","mov",6.3681039193107,12,0.0252953613140953
26,"posterior","move",9.71250933159632,12,0.108656550046973
27,"posterior","poem",7.60141112493844,12,0.0496130056390204
28,"posterior","shoe",6.77645902173754,12,0.0291272327283988
29,"posterior","trav",7.94863630180204,12,0.0611999609274649
30,"posterior","tv",7.62803342680322,12,0.054116435907489
31,"prior","bas",7.42562219319647,12,0.053859016883682
32,"prior","book",5.98093864887067,12,0.020367677638661
33,"prior","bur",3.48677421415815,12,0.00645493880304984
34,"prior","cig",6.11136499317139,12,0.0233935300785576
35,"prior","eat",5.39793642761005,12,0.0160192026438494
36,"prior","edu",7.10766420118324,12,0.0156805634777235
37,"prior","girl",4.41496839039785,12,0.014768912694872
38,"prior","hair",3.58203742797304,12,0.00791241259656336
39,"prior","kid",3.59969712390235,12,0.00382485849155494
40,"prior","mov",4.1349947198145,12,0.0121277560869873
41,"prior","move",8.31838728526878,12,0.0350483204642659
42,"prior","poem",5.14181626199972,12,0.0202274147429641
43,"prior","shoe",4.63688312437609,12,0.0129559140430989
44,"prior","trav",5.72925195978578,12,0.0209000051635665
45,"prior","tv",5.56796583983795,12,0.0205615902860078
16,"posterior","bas",8.98607490817221,13,0.065541993844739
17,"posterior","book",8.34333213973691,13,0.0638928022990636
18,"posterior","bur",5.80164926415959,13,0.0231243128687683
19,"posterior","cig",6.39097068336811,13,0.0312311574031989
20,"posterior","eat",7.11387808096137,13,0.0408981022599778
21,"posterior","edu",8.24862185637117,13,0.0445669745590742
22,"posterior","girl",7.79707948699038,13,0.035244199093743
23,"posterior","hair",6.64336945380222,13,0.0279793975810135
24,"posterior","kid",7.38607282638863,13,0.0247764537362854
25,"posterior","mov",6.3681039193107,13,0.0187293810219158
26,"posterior","move",9.71250933159632,13,0.0802463378018514
27,"posterior","poem",7.60141112493844,13,0.0429826738034068
28,"posterior","shoe",6.77645902173754,13,0.0256886861047277
29,"posterior","trav",7.94863630180204,13,0.0528657221978638
30,"posterior","tv",7.62803342680322,13,0.0467956793338604
31,"prior","bas",7.42562219319647,13,0.0224250373300642
32,"prior","book",5.98093864887067,13,0.0150102605881701
33,"prior","bur",3.48677421415815,13,0.00555877529887733
34,"prior","cig",6.11136499317139,13,0.0226307744479735
35,"prior","eat",5.39793642761005,13,0.011360833219986
36,"prior","edu",7.10766420118324,13,0.0103588574980108
37,"prior","girl",4.41496839039785,13,0.0110205374775061
38,"prior","hair",3.58203742797304,13,0.00690703117824744
39,"prior","kid",3.59969712390235,13,0.00510945656375019
40,"prior","mov",4.1349947198145,13,0.0113839056555045
41,"prior","move",8.31838728526878,13,0.0221284615486399
42,"prior","poem",5.14181626199972,13,0.0124843728950445
43,"prior","shoe",4.63688312437609,13,0.0097172584604577
44,"prior","trav",5.72925195978578,13,0.0188663441815836
45,"prior","tv",5.56796583983795,13,0.013681244776358
16,"posterior","bas",8.98607490817221,14,0.0381968256915014
17,"posterior","book",8.34333213973691,14,0.0462880061783434
18,"posterior","bur",5.80164926415959,14,0.0195917361077327
19,"posterior","cig",6.39097068336811,14,0.0233906126574536
20,"posterior","eat",7.11387808096137,14,0.0344833954786696
21,"posterior","edu",8.24862185637117,14,0.018667513880669
22,"posterior","girl",7.79707948699038,14,0.0320825912195884
23,"posterior","hair",6.64336945380222,14,0.0230240552797052
24,"posterior","kid",7.38607282638863,14,0.0208440141596786
25,"posterior","mov",6.3681039193107,14,0.0157611017061717
26,"posterior","move",9.71250933159632,14,0.053740525704306
27,"posterior","poem",7.60141112493844,14,0.0400127202158037
28,"posterior","shoe",6.77645902173754,14,0.0245804449441905
29,"posterior","trav",7.94863630180204,14,0.0421684973448687
30,"posterior","tv",7.62803342680322,14,0.0393639906631208
31,"prior","bas",7.42562219319647,14,0.0152167787576605
32,"prior","book",5.98093864887067,14,0.0119367809287657
33,"prior","bur",3.48677421415815,14,0.00471558257247136
34,"prior","cig",6.11136499317139,14,0.0204051484885208
35,"prior","eat",5.39793642761005,14,0.00977869921723311
36,"prior","edu",7.10766420118324,14,0.0102224548088934
37,"prior","girl",4.41496839039785,14,0.0100119910325343
38,"prior","hair",3.58203742797304,14,0.00297141482275935
39,"prior","kid",3.59969712390235,14,0.00571213362886819
40,"prior","mov",4.1349947198145,14,0.00975555991551958
41,"prior","move",8.31838728526878,14,0.0112537033064087
42,"prior","poem",5.14181626199972,14,0.0123755831561752
43,"prior","shoe",4.63688312437609,14,0.00968497211489272
44,"prior","trav",5.72925195978578,14,0.0181756928165858
45,"prior","tv",5.56796583983795,14,0.00970602811942711
16,"posterior","bas",8.98607490817221,15,0.0156767813122677
17,"posterior","book",8.34333213973691,15,0.0413088123005699
18,"posterior","bur",5.80164926415959,15,0.0175927559471047
19,"posterior","cig",6.39097068336811,15,0.0209481478127
20,"posterior","eat",7.11387808096137,15,0.0282539472751
21,"posterior","edu",8.24862185637117,15,0.016188067282505
22,"posterior","girl",7.79707948699038,15,0.0262790416400979
23,"posterior","hair",6.64336945380222,15,0.0203718396195238
24,"posterior","kid",7.38607282638863,15,0.0177979398130854
25,"posterior","mov",6.3681039193107,15,0.0119726669359087
26,"posterior","move",9.71250933159632,15,0.0397383493696375
27,"posterior","poem",7.60141112493844,15,0.0358448609284637
28,"posterior","shoe",6.77645902173754,15,0.0210969726561105
29,"posterior","trav",7.94863630180204,15,0.0323787742037133
30,"posterior","tv",7.62803342680322,15,0.035682284076222
31,"prior","bas",7.42562219319647,15,0.00672478995379364
32,"prior","book",5.98093864887067,15,0.00798338257897597
33,"prior","bur",3.48677421415815,15,0.00382615508999888
34,"prior","cig",6.11136499317139,15,0.019534004137051
35,"prior","eat",5.39793642761005,15,0.00790426364317899
36,"prior","edu",7.10766420118324,15,0.00978009035585025
37,"prior","girl",4.41496839039785,15,0.00711634119512376
38,"prior","hair",3.58203742797304,15,0.00303363757931116
39,"prior","kid",3.59969712390235,15,0.00348492705744068
40,"prior","mov",4.1349947198145,15,0.00900232667528627
41,"prior","move",8.31838728526878,15,0.00751490582263969
42,"prior","poem",5.14181626199972,15,0.00887620969595556
43,"prior","shoe",4.63688312437609,15,0.0091042352340796
44,"prior","trav",5.72925195978578,15,0.0149344208956479
45,"prior","tv",5.56796583983795,15,0.00470519125134557
